localizacion,titulo,descripcion_corta,precio,detalles
San Salvador, VENTA DE CASA EN LOS PLANES DE RENDEROS,"*EN VENTA CASA DE UNA PLANTA EN LOS PLANES DE RENDEROS*
La casa que estabas buscando de un nivel, rodeada de naturaleza y muchos árboles,con una fauna que enamora
Ubicada en el ...","
$235,000 ","
,
582 m,
,
3,
,
2,
,
3"
San Salvador, VENTA DE CASA DE CAMPO CHALATENANGO,"En Venta Casa de Campo en San Ignacio de Compostela Country Club
Chalatenango
Descripción
Medidas 519.08 V2
Frente 12.50 M2
Fondo 29 M2
Sala
Comedor
Cocina
2 Habitaciones
2 ...","
$130,000 ","
,
400 m,
,
2,
,
2,
,
2"
San Miguel, Vendo casa en Hato Nuevo,"Vendo casa Hato Nuevo ,San Miguel
*Lote 10 x 20
*Area de construccion 150 m2
* sala-comedor-cocina
1Baño ,2 dormitorios, chorera techada para 3 vehiculos
Area te oficios y jardin ...","
$67,000 ","
,
150 m,
,
2,
,
3,
,
1"
San Salvador, Venta de apartamento a estrenar en Col. San Francisco,"Se vende apartamento a estrenar en Col. San Francisco
Sala
Comedor
Cocina concepto abierto
Terracita
3 habitaciones
2 baños
Área de lavandería
2 parqueos
Petfriendly
Airbnb ...","
$224,500 ","
,
74 m,
,
2,
,
2,
,
2"
San Miguel, Villa Panamericana (Venta de derecho)No negociable.,Modelo Cali (17 metros de fondo) cerca de Canchas,"
$8,000 ","
,
940 m,
,
2,
,
2,
,
1"
La Libertad," Venta de Casa, Resid. Condado Santa Elena.","Venta de casa con excelente iluminación y acabados. Ubicación inmediata a Colegios, Embajadas, Centros Financieros y Comerciales, Hoteles, Restaurantes y más.
Residencial Condado ...","
$530,000 ","
,
280 m,
,
3,
,
3,
,
4"
Santa Tecla, Exclusiva residencia en PALMIRA. El Salvador,"Preciosa casa creada y diseñada para disfrutar bellos momentos!!! Esta ubicaba en uno de los residenciales de mayor prestigio del país, con amplias zonas verdes, casa club de primer ...","
$900,000 ","
,
425 m,
,
4,
,
2,
,
5"
San Salvador," CASA EN VENTA COLONIA BUENOS AIRES, ZONA REDONDEL TOROGOZ","Si estabas buscando una casa en una zona céntrica de San Salvador, ¡esta es la oportunidad!, la casa se ubica en la Colonia Buenos Aires, sobre la Calle San Antonio Abad, entre el ...","
$250,000 ","
,
200 m,
,
5,
,
3,
,
3"
Santa Tecla, Venta de moderna y lujosa casa con piscina en Residencial Los Sueños,"Venta de moderna y lujosa casa con piscina en Residencial Los Sueños
Residencial Los Sueños es uno de los complejos habitacionales con mayor plusvalia en el pais, posee un clima ...","
$1,250,000 ","
,
650 m,
,
6,
,
5,
,
7"
Ahuachapán," Casa en Venta, moderna, amplia en Concepcion de Ataco.","Casa linda, amplia, moderna en Concepción de Ataco, Ahuachapán.
Área de terreno: 1,420v2
Área de Construcción: 300m2
Consta de:
-cochera para 6 vehículos.
-Vestíbulo
-Sala ...","
$425,000 ","
,
300 m,
,
7,
,
6,
,
6"
Chalatenango," Propiedad para recreación o desarrollo en San Ignacio, Chalatenango","Se vende a Puerta Cerrada; lindisima propiedad con casa de lujo completamente jardinizado en la zona alta y fresca del país ubicada en San Ignacio, Chalatenango.
Terreno 81,556 v2, (8 ...","
$800,000 ","
,
400 m,
,
4,
,
5,
,
3"
San Salvador," venta de 8 Towmhouse y 1 casa, complejo privado, Centro de San Salvador, zona Alcaldia","Venta de 9 apartamentos , 7 tipo thownhouse de dos planta y dos de una plantas, acondicionados como oficinas en centro de San Salvador, zona Alcaldía Centro.
Ideal para clinicas, ...","
$1,100,000 ","
,
1880 m,
,
10,
,
Más,
,
20"
Nuevo Cuscatlán," Nuevo proyecto en Nuevo Cuscatlán,","Condado Norte/Nuevo Cuscatlán
Se parte de este nuevo proyecto en una ubicación estratégica con diseños modernos.
Cerca de Centros Comerciales y todo lo que necesitas.
Son 103 ...","
$400,000 ","
,
180 m,
,
3,
,
2,
,
2"
Santa Tecla, CASA EN VENTA URBANIZACION LAS COLINAS SANTA TECLA,"Ponemos a tu disposición esta excelente propiedad que cuenta con todo lo necesario para que vivas cómodamente con tu familia.
La Urbanización Las Colinas está ubicada al lado sur ...","
$115,000 ","
,
80 m,
,
3,
,
2"
Nuevo Cuscatlán," EN VENTA | APARTAMENTO EN CONDOMINIO ARTEA, NUEVO CUSCATLAN","Ubicado en el departamento de La Libertad, privilegiado por su ubicación estratégica y excelente conectividad entre San Salvador, Santa Tecla y Huizúcar, Condominio Artea se ...","
$310,000 ","
,
121 m,
,
3,
,
2,
,
2"
La Libertad," VENTA HERMOSA CASA DE 3 NIVELES RESIDENCIAL LA HACIENDA, SAN JOSE VILLANUEVA","CASA CON HERMOSO JARDÍN, AMPLIOS ESPACIOS, LEJOS DEL RUIDO DE LA CIUDAD.
VIVE RODEADO DE VEGETACION, EN ARMONÍA CON LA NATURALEZA Y COMPLETA SEGURIDAD EN RESIDENCIAL LA HACIENDA, ...","
$350,000 ","
,
450 m,
,
5,
,
6,
,
6"
El Salvador, Se Alquila apartamento en Torre Panorama en Col. Escalón de 108m2,"IMPORTANTE: Trato directo unicamente.
Dispone de 3 cuartos.
-Cuarto principal con Aire acondicionado inverter, walk-in closet y baño propio.
-2 Cuartos Secundarios con mueble de ...","
$1,550 ","
,
108 m,
,
3,
,
2,
,
2"
Sonsonate, VENTA DE BONITA QUINTA EN LOS NARANJOS.,"DESCRIPCIÓN:
ÁREA TOTAL DE TERRENO: 4,284.06 V2
ÁREA CON ARBOLES DE CAFÉ APROXI. 1,400.00 V2
DOS CASAS UNA DE 70.00 M2: CUENTA CON SALA, HABITACIÓN Y BAÑO.
Y UNA DE 100.00 M2: ...","
$315,000 ","
,
4284 m,
,
2,
,
5,
,
2"
Santa Ana, Vendo propiedad con casa de dos plantas,"proyecto a terminar, 600 mts.² de terreno con parqueo para uno o con potencial para ampliación. cuenta con 3 árboles de mango y un aguacate, la casa está concluida en un 90%. ...","
$70,000 ","
,
620 m,
,
3,
,
1,
,
3"
La Libertad, VENDO PRECIOSA CASA EN ATEOS,VENDO PRECIOSA CASA EN ATEOS 10 METROS DE FRENTE 25 METROS DE FONDO 250 METROS CUADRADOS DE TERRENO 357 VARAS CUADRADAS DE TERRENO CUENTA CON -2 HABITACIONES -1 BAÑOS -SALA -COMEDOR ...,"
$40,000 ","
,
250 m,
,
2,
,
2,
,
1"
San Salvador," Venta de apartamento piso alto con vista, Trè Lum, San Salvador.","Venta de Apartamento a estrenar en piso alto y excelente vista a la Ciudad.
Trè Lum, San Salvador.
Área: 129m²
Sala
Comedor
Cocina
1 Habitación principal con A/C, baño completo y ...","
$390,000 ","
,
129 m,
,
2,
,
2,
,
3"
Sonsonate, VENDO PRECIOSA CASA UBICADA EN SONSONATE,"VENDO PRECIOSA CASA UBICADA EN SONSONATE
6 METROS DE FRENTE
30 METROS DE LARGO
180 METROS CUADRADOS
257 VARAS CUADRADAS DE TERRENO
CUENTA CON
-1 HABITACIÓN CON BAÑO Y A/C ...","
$60,000 ","
,
180 m,
,
1,
,
2,
,
1"
San Salvador, NUEVO CONDOMINIO ALTIVO,"CONDOMINIO ALTIVO
12 niveles de apartamentos Con 120 apartamentos de arquitectura moderna,
en el bulevar Luis Poma.
excelente vista al volcán de San Salvador, al cerro San Jacinto ...","
$236,231 ","
,
76 m,
,
3,
,
2,
,
2"
San Salvador, ULTIMOS APARTAMENTOS CONDOMINIO ALTURAS 900,"TU MEJOR INVERSION
El Condominio consta de 11 niveles así:
8 niveles de apartamentos y 2 niveles de estacionamientos
Son 72 apartamentos
ubicados un una de las zonas más bonitas de ...","
$218,295 ","
,
78 m,
,
2,
,
2,
,
2"
Sonsonate, Disfruta de esta bella Cabaña en Los Naranjos Sonsonate (Amueblada)," ñ
""""
Medidas 984 pies
15x20Mtrs
1,961 MSNM
Características:
2 Habitaciones
2 baños
Sala
Comedor
Parqueo 2 vehículos ...","
$178,000 ","
,
300 m,
,
2,
,
2,
,
2"
San Salvador, ULTIMOS APATAMENTOS EN TORRE MAYA,"ULTIMOS APARTAMENTOS CON JARDIN INTERIOR.
Ubicado A 2 cuadras de Torre Futura
Precios desde$291,000.00
Cuotas desde $1,850.00
Ingresos familiares min: $4,629.08
EL CONDOMINIO CONSTA DE ...","
$291,000 ","
,
107 m,
,
3,
,
2,
,
2"
Nuevo Cuscatlán, RESIDENCIAL CONDADO NORTE - NUEVO CUSCATLAN,"Conoce Residencial Condado Norte
Ubicado en la exclusiva zona de Nuevo Cuscatlan, Residencial Condado Norte ofrece la perfecta armonía entre lujo, diseños modernos y amenidades ...","
$385,000 ","
,
180 m,
,
3,
,
3,
,
3"
San Salvador, VENDO CASA CERCA REDONDEL CONSTITUCION. ZONA PRIVADA C/ PORTON DE ACCESO Y VIGILANCIA 24 H,"BONITA CASA EN ZONA PRIVADA, PORTON Y VIGILANCIA 24 HORAS.
UBICADA ESTRATEGICAMENTE EN CERCANIA DE SUPERMERCADOS, FARMACIAS, COLEGIOS, UNIDADES MEDICAS, FERRETERIAS, RESTAURANTES Y ...","
$180,000 ","
,
150 m,
,
3,
,
Más,
,
2"
Santa Tecla, Venta de casa en Ciudad Merliot Residencial Miraflores,"Casa en Residencial Miraflores ubicada en Ciudad Merliot,
Santa Tecla.
Ubicada en zona estratégica de gran plusvalía, frente a colegios bilingües Liceo Francés y Academia ...","
$250,000 ","
,
131 m,
,
4,
,
4"
San Salvador," Exclusiva Residencia en Escalón Parte Alta - Ideal para Embajadas, Oficinas","Precio: $1,800,000
Características Generales:
Construcción: 780m²
Terreno: 1,300v²
Distribución en Dos Niveles
Ambientes Principales:
Primer Nivel:
Habitación ...","
$1,800,000 ","
,
780 m,
,
5,
,
6,
,
5"
San Salvador, Casa en venta Portal del Casco,"Área de terreno: 1,748 v2
Área de construcción: 557 m2
3 dormitorios
3 baños
Sala familiar
Amplio estudio o salón de usos múltiples con vista
Amplio jardín
2 bodegas
Parqueo 6 ...","
$2,000,000 ","
,
557 m,
,
4,
,
4,
,
6"
San Miguel, Vendo derecho de casa en villas de la costa san miguel,"casa de dos habitaciones mide 5.5x14 complejo residencial privado parques canchas piscinas seguridad las 24 horas
valor de la casa $46,500 cuota mensual al crédito $","
$6,500 ","
,
111 m,
,
2,
,
2,
,
1"
Santa Ana," Casa en lago de coatepeque, Puertas Cierradas","SE VENDE QUINTA EN EL LAGO DE COATEPEQUE A UN COSTADO DE LA ISLA TEOPAN
EN CONDOMINIOS PRIVADO
EXCELENTE OPORTUNIDAD DE NEGOCIO Airbnb
DESCRIPCIÓN
PRIMER NIVEL:
PARQUEO 4 ...","
$350,000 ","
,
300 m,
,
3,
,
4,
,
2"
Ahuachapán, BARRA DE SANTIAGO | TERRENO CERCA DE LA PLAYA CON FACILIDAD DE PAGOS,"Terreno en venta | Ubicado en playa Barra de Santiago, Ahuachapán.
Terreno con facilidad de pago.
Ubicado frente a la calle principal de la playa Barra de Santiago.
Medidas del ...","
$75,000 ","
,
575 m,
,
1,
,
4,
,
1"
Ahuachapán, TERRENO EN VENTA EN LA PLAYA BARRA DE SANTIAGO | FACILIDAD DE PAGO,"Terreno en venta | Ubicado en playa Barra de Santiago, Ahuachapán.
Terreno con facilidad de pago.
Ubicado frente a la calle principal de la playa Barra de Santiago.
Medidas del ...","
$75,000 ","
,
575 m,
,
1,
,
2,
,
2"
San Salvador," CASA EN VENTA RESIDENCIAL JARDINES, COLONIA COSTA RICA","Te presentamos esta muy buena oportunidad de adquirir tu vivienda propia, en una zona muy céntrica, con acceso inmediato al centro histórico, autopista a Comalapa, planes de Renderos, ...","
$87,000 ","
,
49 m,
,
3,
,
1"
Antiguo Cuscatlán, VENDO CASA EN CUMBRES DE CUSCATLÁN/ ANTIGUO CUSCATLÁN,"VENDO CASA EN CUMBRES DE CUSCATLÁN/ ANTIGUO CUSCATLÁN
2 plantas
4 cuartos c/ u con baño
Sala familiar
A/C en todas las habitaciones
644 varas
495 metros construidos
1 Nivel
Cochera ...","
$700,000 ","
,
495 m,
,
4,
,
4,
,
5"
Ayutuxtepeque, Casa Nueva en Venta,"Casa Nueva en venta a iniciar construcción. Zona segura y fresca, sobre calle secundaria pavimentada, Doble cochera, jardín frontal, Sala, Cocina-comedor, dos habitaciones ...","
$72,000 ","
,
160 m,
,
3,
,
2,
,
2"
Nuevo Cuscatlán," Park Tower, Nuevo Cuscatlán, apartamento a estrenar en venta.","-Área de construcción 124.30 metros cuadrados.
-Dos estacionamientos asignados.
-Sala.
-Comedor.
-Cocina.
-Terraza.
-Área de servicio completa.
-Dos habitaciones jr. con baño ...","
$330,000 ","
,
124 m,
,
3,
,
2,
,
2"
Santa Ana," VENDO CASA RENOVADA Y AMPLIADA EN RES TENERIFE 4, CIUDAD REAL, SANTA ANA","VENDO CASA DE 1 NIVEL, EN RES TENERIFE 4,
3 habitaciones con closet, 2 baños, puerta de vidrio, conexiones para lavadora, amplio jardín interior, cocina con pantry y desayunador, ...","
$80,000 ","
,
150 m,
,
3,
,
1,
,
2"
Nejapa," SE VENDE CASA QUINTAS DE SAN ANTONIO, CLUSTER 3, PRIVADO, NEJAPA"," Venta de Casa en Quintas de San Antonio, Nejapa, San Salvador
¡Descubre tu nuevo hogar en un residencial privado y seguro!
Características:
Terreno amplio de 343 varas ...","
$145,000 ","
,
100 m,
,
2,
,
2,
,
1"
Santa Ana, MODERNA CASA A 20 METROS DE METROCENTRO SANTA ANA,"Explora esta excepcional casa en el corazón de Santa Ana, El Salvador, una verdadera joya para rentabilizar en plataformas de alquileres vacacionales. Su ubicación estratégica en una ...","
$115,000 ","
,
105 m,
,
2,
,
2"
Santa Ana, Casa en zona Residencial y Comercial en Santa Ana - Calle principal,"Vendo Casa amplia en zona Residencial y Comercial de Santa Ana - Calle principal (sobre 25 C. Ote)
Ubicada en una de las zonas más prestigiosas de Santa Ana, esta propiedad ofrece ...","
$160,000 ","
,
160 m,
,
4,
,
1,
,
2"
Nuevo Cuscatlán, Apartamento en venta ARTEA Nuevo Cuscatlán.,"Apartamento en venta ARTEA
Nuevo Cuscatlán.
98 metros
2 habitaciones.
1 habitación con aire acondicionado, walking closet y baño.
1 Habitación junior con aire acondicionado. ...","
$285,000 ","
,
98 m,
,
2,
,
2,
,
2"
La Libertad, BRISAS DE SURF CITY 42 LA LIBERTAD EN VENTA,"Casas en la Libertad en frente de San Blas ideal para hacer AIRBNB a la par del centro comercial el encuentro, cerca de restaurantes en la zona de surf city, a 4 minutos del tunco,
a 20 ...","
$355,000 ","
,
150 m,
,
4,
,
3,
,
3"
Apopa, Casa Apopa - Familias pequeñas,"Casa en Apopa ideal para familias pequeñas
- Recién remodelada
- 2 cuartos
- 1 baño
- Pequeño patio
- Pila
- Parqueo común
Esta ubicada en zona con todo cerca. Tiene varios ...","
$30,000 ","
,
50 m,
,
2,
,
1"
Santa Tecla," Casa en venta en Residencial Fincas de Asturias, Santa Tecla. #1097","Agenda visita, oferta y venta en Propi.
Precio de venta: $350,000.00
Ubicado en Santa Tecla.
ID #1097
Hermosa casa de dos plantas, amplia y con acabados perfectos. El inmueble cuenta ...","
$350,000 ","
,
239 m,
,
3,
,
2,
,
3"
Zaragoza," Casa en venta en Residencial Las Pérgolas, Zaragoza. #2317","Agenda visita, oferta y venta en Propi.
Precio de venta: $215,000.00
Ubicado en Carretera al Puerto, Zaragoza
ID #2317
Hermosa Casa a Estrenar en Residencial Las Pergolas, cuenta con ...","
$215,000 ","
,
161 m,
,
3,
,
2,
,
2"
San Salvador," Casa en venta en Residencial Sierra Verde, Santo Tomás. #1430","Agenda visita, oferta y venta en Propi.
Precio de venta: $170,000.00
Ubicado en Santo Tomás, San Salvador
ID #1430
En venta casa de dos niveles en residencial privado y seguro, ideal ...","
$170,000 ","
,
100 m,
,
3,
,
2,
,
2"
Santa Ana," Casa Nueva/Remodelada en Venta en Residencial EcoTerra, Maquilishuat","Vendo hermosa casa en nuevo complejo de propiedades en EcoTerra, Maquilishuat en Santa Ana. Cerca del centro comercial Las Ramblas. El complejo provee acceso privado y vigilancia las ...","
$70,000 ","
,
587 m,
,
3,
,
2,
,
2"
Nuevo Cuscatlán," Apartamento en venta en Torre Artea, Nuevo Cuscatlán. #2251","Agenda visita, oferta y venta en Propi.
Precio de venta: $290,000.00
Ubicado en Nuevo Cuscatlán, La Libertad
ID #2251
Encantador Apartamento Nuevo con vista a la montaña en Torre 1 ...","
$290,000 ","
,
96 m,
,
2,
,
2,
,
2"
San Salvador," Casa en venta en Urbanización La Cima, Colonia La Cima. #2367","Agenda visita, oferta y venta en Propi.
Precio de venta: $205,000.00
Ubicado en Colonia La Cima, San Salvador.
ID #2367
Casa en Urbanización la Cima III, cuenta con 3 Habitaciones, ...","
$205.00 ","
,
156 m,
,
3,
,
1,
,
2"
Ahuachapán, VENTA DE CASA NUEVA- HACIENDA DEL MEDITERRÁNEO CARRETERA DE ATAQUIZA+ TURIN - HACIA AHUCHAPAN,"Venta de casa pequeña de 2 habitaciones, la casa cuenta con área de terreno atrás para construir cocina independiente, área de lavandería
Amenidades dentro del complejo ...","
$36,500 ","
,
90 m,
,
2,
,
2,
,
1"
Santa Tecla, Casa en venta en Santa Tecla. #2444,"Agenda visita, oferta y venta en Propi.
Precio de venta: $325,000.00
Ubicado en Santa Tecla.
ID #2444
En venta casa en Santa Tecla, estratégicamente ubicada a pocos minutos de los ...","
$325,000 ","
,
190 m,
,
4,
,
2,
,
3"
Colón," Casa en venta en Pasatiempo, Lourdes. #2439","Agenda visita, oferta y venta en Propi.
Precio de venta: $260,000.00
Ubicado en Lourdes, Lourdes.
ID #2439
Garantiza seguridad y tranquilidad para sus residentes. Esta propiedad de ...","
$260,000 ","
,
220 m,
,
3,
,
3,
,
2"
Colón, Venta Casa en Campos Verdes 1/ Lourdes,"** agende cita para sábados **
**68 mil poco negociable
VENTA - Casa de Dos Niveles
En Campos Verdes 1 - senda privada / Lourdes, Colón
Descripción:
Primera Planta : Cochera ...","
$70,000 ","
,
100 m,
,
3,
,
2,
,
1"
Apopa," VENTA Casa Amplia ,ventilada en Met. San Gabriel Sur","Venta ** Metropolis San Gabriel Sur / cluster 12, casa grande , amplia , con entradas de luz, patio trasero amplio , terraza, garage para 4 vehículos. Amenidades : piscina, canchas, ...","
$215,000 ","
,
300 m,
,
4,
,
3,
,
3"
San Salvador, HERMOSA RESIDENCIA EN COMPLEJO PRIVADO EXCLUSIVO - NO INTERMEDIARIOS,"Hermosa residencia de dos niveles en exclusivo complejo privado, ubicado en Colonia San Benito, calle Loma Linda, San Salvador.
La residencia esta ubicada en una de las áreas más ...","
$525,000 ","
,
247 m,
,
3,
,
2,
,
3"
Usulután," VENDO CASA EN BERLÍN, USULUTÁN ZONA COMERCIAL DE ALTO DESARROLLO TURÍSTICO","Propiedad única en Berlín a solo dos cuadras del vibrante Parque Central, es una oportunidad incomparable para invertir.
Descubre todo lo que este encantador municipio tiene para ...","
$235,000 ","
,
303 m,
,
4,
,
4"
El Salvador, CASA EN VENTA CIMA IV REMODELADA!!,"VENTA CASA CIMA IV
Direccion: Cima IV Pasaje Nacaspilo #117
Construccion: 75m2
Colonia privada
Cuartos: 2
Banos: 2
Garage: 1 carro
Jardin: incluido
Mueble para cocina ...","
$119,757 ","
,
75 m,
,
2,
,
1,
,
2"
San Salvador, Venta de casa Residencial Palermo Zona UCA y Los Próceres,"Venta de casa en Residencial Palermo
Venta de casa en Residencial privado, cerca del boulevard de Los Próceres y zona de la UCA
Casa amplia de dos niveles, ubicada en residencial ...","
$340,000 ","
,
140 m,
,
4,
,
2,
,
3"
San Salvador, Venta de casa en Lomas de San Francisco San Salvador,"Venta de casa en Lomas de San Francisco San Salvador
Venta de casa de un nivel, ideal para inversionistas en una de las mejores zonas de San Salvador y de alto desarrollo.
Medidas:
- ...","
$1,150,000 ","
,
663 m,
,
6,
,
5,
,
6"
Santa Ana, Vendo bonita casa de pasaje en JARDINES DEL TECANA,"Bonita casa de pasaje, bien ubicada en Colonia Jardines del Tecana, Santa Ana.
Informe de la propiedad
* Medidas lineales 5 mts. de frente por 15 mts. de fondo
* Area: 75 mts. ...","
$45,000 ","
,
90 m,
,
3,
,
1"
San Salvador, Venta de casa en calle a San Antonio Abad frente UES,"Venta de casa frente a la Universidad de El Salvador San Salvador a remodelar
Para inversión!
Casa de dos niveles ideal para inversión, para ser remodelada, ubicada sobre calle a ...","
$440,000 ","
,
759 m,
,
6,
,
2,
,
6"
San Salvador," Casa en venta en Colonia San Benito, San Salvador. #2437","Agenda visita, oferta y venta en Propi.
Precio de venta: $525,000.00
Ubicado en Colonia San Benito, San Salvador.
ID #2437
Casa en venta en Colonia San Benito, en una residencial de ...","
$525,000 ","
,
247 m,
,
3,
,
2,
,
2"
San Salvador," Casa en venta en Colonia San Benito, San Salvador. #2436","Agenda visita, oferta y venta en Propi.
Precio de venta: $450,000.00
Ubicado en Colonia San Benito, San Salvador.
ID #2436
Casa en venta en Colonia San Benito, una zona de alto ...","
$450,000 ","
,
330 m,
,
5,
,
2,
,
3"
La Libertad, CASA en QUINTAS DE LAS PILETAS (La Libertad),"* Casa de 2 pisos
* 5 habitaciones cada una con baño propio
* Cochera para 4 carros, y mucho mas...
PRECIO DE VENTA: $895,000 neg.
Más información a mi Whatsapp: ...","
$895,000 ","
,
590 m,
,
5,
,
5,
,
6"
San Salvador, CASA en VENTA en COL. SAN BENITO (Complejo Privado),"Moderna casa en COL. SAN BENITO:
Area de terreno: 415 v2
Area de construccion: 340 m2
* 3 habitaciones c/u con baño (Principal con walk-in closet)
* Sala
* Comedor
* Sala familiar
* ...","
$700,000 ","
,
340 m,
,
3,
,
3,
,
4"
La Libertad," Casa en venta en Residencial Miramar, San José Villanueva. #2435","Agenda visita, oferta y venta en Propi.
Precio de venta: $340,000.00
Ubicado en Carretera al Puerto, San José Villanueva.
ID #2435
Casa en venta en Residencial Miramar, que cuenta ...","
$340,000 ","
,
210 m,
,
3,
,
4,
,
2"
San Vicente, VENTA- BONITA CASA EN TECOLUCA- SAN VICENTE,"CÓDIGO 318C- Casa con terreno amplio ubicada en Colonia Insmendia 3, en Tecoluca, San Vicente. Propiedad con medidas de 745.54 m2 (1,066.72 v2), con m2 de construcción. Sus ...","
$75,000 ","
,
700 m,
,
2,
,
10,
,
2"
Soyapango," Colonia Las Arboledas, Soyapango.",") info. Para vivir o comercio. De un nivel. 175.28 vrs. De facil acceso. Ingreso por calle antigua a Tonacatepeque. A unas 3 cuadras del centro de soyapango.
contacto.","
$95,000 ","
,
123 m,
,
4,
,
3,
,
3"
Santa Ana, VENTA CASA COLONIA EL MORA SANTA ANA,"CODIGO 317 C - Bonita casa grande de 540.12 metros igual a 772.80 varas cuadradas. Casa de tres niveles, ubicada en Carretera antigua a San Salvador, Col. El Mora. Ideal para familia ...","
$285,000 ","
,
540 m,
,
5,
,
2,
,
3"
Santa Ana, VENTA CASA 585 METROS EL REFUGIO AHUACHAPAN,"(CÓDIGO - 176C) - Bonita Casa con terreno de 3 lotes. Tiene 13 metros de frente por 45 metros de largo para un total de 585 metros. La casa tiene 2 plantas con sala, comedor, ...","
$150,000 ","
,
585 m,
,
2,
,
4,
,
2"
Antiguo Cuscatlán," Apartamento en venta en Puerta del Alma, Antiguo Cuscatlán. #2424","Agenda visita, oferta y venta en Propi.
Precio de venta: $390,000.00
Ubicado en Antiguo Cuscatlán, La Libertad.
ID #2424
Exclusivo apartamento de lujo en venta, ubicado en el octavo ...","
$390,000 ","
,
103 m,
,
2,
,
2,
,
2"
Zaragoza, Venta de Casa en El Encanto Golf & Villas,Venta de Casa en El Encanto Golf & Villas. Código CA-267. A ESTRENAR y ubicada en complejo privado El Encanto Golf & Villas que cuenta con las amenidades mas completas de país. La ...,"
$885,000 ","
,
585 m,
,
4,
,
6,
,
7"
Sonsonate," VENDO CASA RURAL CACERIO SAN PEDRO BELÉN, SONSONATE, ACAJUTLA. KILO 05","VENDO CASA RURAL, SONSONATE, ACAJUTLA X KILO 5
1. PRECIO *$50Mil*
2. CARACTERÍSTICAS CASA
2.1. Sala comedor y cocina
2.2. Habitaciones 03
2 3. Baño de letrina 01
2.4. Área ...","
$50,000 ","
,
122 m,
,
3,
,
1,
,
1"
San Salvador," VENDO CASA DE 440 VARAS EN RESIDENCIAL METROPOLIS SAN GABRIEL DE 5 HABITACIONES, 3 PARQUEOS","VENDO CASA REMODELADA DE 440 VARAS DE TERRENO EN RESIDENCIAL METROPOLIS SAN GABRIEL. TIENE 5 HABITACIONES, 5 AIRES ACONDICIONADOS, 3 BAÑOS, TERRAZA TECHADA CON VISTA AL JARDIN, AMPLIA ...","
$210,000 ","
,
250 m,
,
5,
,
3,
,
3"
La Libertad, Se vende bonita casa,Se vende Bonita Casa a 5 Minutos de sunset park en Puerto de la libertad ubicación colonia el morral en avenida el progreso. La casa cuenta con: 3 cuartos 3 baños 1 parqueo para dos ...,"
$80,000 ","
,
210 m,
,
3,
,
2,
,
3"
San Salvador, Se vende casa en ciudad futura mariona,casa de 3 cuartos,"
$30,000 ","
,
3,
,
1"
Antiguo Cuscatlán," Apartamento en venta en Puerta del Alma, Antiguo Cuscatlán. #2423","Agenda visita, oferta y venta en Propi.
Precio de venta: $450,000.00
Ubicado en Antiguo Cuscatlán, La Libertad.
ID #2423
Apartamento en venta en Puerta del Alma I, una de las torres ...","
$450,000 ","
,
136 m,
,
3,
,
2,
,
2"
San Salvador, Casa en venta en Colonia Escalón,"Se encuentra ubicada por el redondel Masferrer a la par de Juguetón. Un lugar ideal para negocio, oficinas administrativas o restaurantes. Muy cerca de paradas de buses y exposición ...","
$1,200,000 ","
,
750 m,
,
5,
,
8,
,
5"
Antiguo Cuscatlán," VENDO RES. SIERRA SANTA ELENA, RESIDENCIA AMPLIA RODEADO DE NATURALEZA","Exclusiva y amplia residencia en Sierra Santa Elena, en Antiguo Cuscatlan!!
Construcción de 862.66 mts² y Terreno de 5,007.8 v²
Activo extraordinario, con valuó bancario del mismo ...","
$1,385,000 ","
,
862 m,
,
5,
,
8,
,
8"
San Salvador," Casa en venta en Colonia Escalón, San Salvador. #2420","Agenda visita, oferta y venta en Propi.
Precio de venta: $585,000.00
Ubicado en Colonia Escalón, San Salvador
ID #2420
Casa ubicada en la prestigiosa parte alta de la Colonia ...","
$585,000 ","
,
340 m,
,
4,
,
2,
,
4"
Santa Ana," COL LAS MERCEDES, SANTA ANA, Z ESTADIO OSCAR QUITEÑO. PRIVADO. COCHERA P 5 VEH","En venta amplia casa de dos plantas, ubicada en el centro de Santa, a pocos minutos de Centros Comerciales, Colegios y el Estadio Óscar Quiteño, dentro del residencial privado Las ...","
$335,000 ","
,
434 m,
,
3,
,
5,
,
3"
San Salvador," Casa en Colonia Las Mercedes, por la San Francisco","Vendo casa en Colonia Las Mercedes, por la San Francisco $500,000
Ideal para uso comercial, oficina o vivienda
Área de terreno 516.93 V2
Construcción. 361.29 m2
Cerca de ...","
$500,000 ","
,
361 m,
,
3,
,
4,
,
3"
San Salvador, Amplia Casa amueblada en zona feria internacional con 2 estudios adjuntos,"Oportunidad única de inversión en una zona de alta plusvalia.
Casa en venta con características inigualables, ubicada en una zona privilegiada. Esta propiedad cuenta con un terreno ...","
$375,000 ","
,
285 m,
,
6,
,
2,
,
3"
Chalatenango," CHALATENANGO, CASA EN VENTA. MODERNA, C PISCINA.","Si se encuentra en la búsqueda de una propiedad en la zona paracentral, la cual este fuera de la ciudad donde pueda respirar aire puro y gozar de un clima cálido agradable, esta fina ...","
$225,000 ","
,
196 m,
,
4,
,
1,
,
3"
